Type_of_Coarse_Aggregate,Type_of_Fine_Aggregate,Max_Size_of_Coarse_Aggregate(mm),Passing_0.6_mm_sieve(%),Target_Mean_Strength(MPa),Cement_O.P.C.(kg/m3),W/C_Ratio,Water_Content(kg/m3),Total_Aggregate(kg/m3),Fine_Aggregate(kg/m3),Coarse_Aggregate(kg/m3),Workability_Slump(mm),Hardened_Concrete_Density_(avg.),7_day_str(MPa),28_day_str(MPa),Admix_1,Admix_2,Dos_1(lit),Dos_2(lit),,
Crushed,Natural,40,30.6,38,350,0.5,175,1890,660,1230,75,2415,30.8,37.8,NA,NA,0,0,,
Crushed,Natural,40,30.6,38,350,0.5,175,1890,660,1230,75,2417,30.8,0,NA,NA,0,0,,
Natural,Natural,40,47.2,38,350,0.5,180,1860,630,1230,110,2394,24,0,NA,NA,0,0,,
Natural,Natural,40,51.1,38,350,0.55,180,1865,635,1230,125,2394,21.5,0,NA,NA,0,0,,
Natural,Natural,40,56.8,38,350,0.51,180,1870,640,1230,190,2401,30.1,0,NA,NA,0,0,,
Natural,Natural,20,69.4,38,400,0.41,165,1835,605,1230,220,2404,30.2,0,SP,NA,1,0,,
Natural,Natural,40,26.2,38,310,0.5,155,1935,700,1235,170,2401,33,0,NA,NA,0,0,,
Natural,Natural,40,26.2,38,310,0.5,155,1935,700,1235,170,2405,33,37.2,SP,NA,1,0,,
Natural,Natural,40,79,38,350,0.5,175,1875,635,1240,200,2405,28.6,41.5,SP,NA,1,0,,
Natural,Natural,40,79,38,350,0.5,175,1875,635,1240,200,2406,28.6,0,SP,NA,1,0,,
Crushed,Natural,40,82,38,350,0.5,175,1915,675,1240,140,2447,30.9,37.5,SP,NA,1,0,,
Crushed,Natural,40,82,38,350,0.5,175,1915,675,1240,140,2445,30.9,0,SP,NA,0.75,0,,
Natural,Natural,40,45,38,350,0.51,180,1850,610,1240,130,2386,24.6,0,NA,NA,0,0,,
Natural,Natural,40,45,38,350,0.51,180,1850,610,1240,130,2387,24.6,37,NA,NA,0,0,,
Natural,Natural,40,90,38,350,0.5,175,1855,615,1240,85,2402,27.2,32.5,NA,NA,0,0,,
Natural,Natural,40,90,38,350,0.5,175,1855,615,1240,85,2416,22,27.2,NA,NA,0,0,,
Natural,Natural,40,45,38,350,0.49,170,1880,640,1240,110,2400,25.9,0,NA,NA,0,0,,
Natural,Natural,40,45,38,350,0.49,170,1880,640,1240,110,2402,25.9,31.4,NA,NA,0,0,,
Crushed,Natural,40,82.4,38,350,0.5,175,1915,760,1245,100,2442,30.2,37,SP,NA,1,0,,
Crushed,Natural,40,82,38,350,0.5,175,1915,670,1245,100,2442,30.2,0,SP,NA,0.75,0,,
Crushed,Natural,20,83.4,38,370,0.55,205,1835,585,1250,80,2414,33.5,0,NA,NA,0,0,,
Crushed,Natural,20,83.4,38,370,0.55,205,1835,585,1250,80,2412,33.5,41,NA,NA,0,0,,
Natural,Natural,20,46.4,38,325,0.52,170,1905,650,1255,135,2402,34.8,0,PL,SI,1.3,2.44,,
Natural,Natural,20,46.4,38,325,0.52,170,1905,650,1255,135,2402,34.8,43.9,PL,SI,1.3,1.63,,
Natural,Natural,40,75.8,38,350,0.49,170,1870,615,1255,80,2393,30.8,36,NA,NA,0,0,,
Natural,Natural,40,75.8,38,350,0.49,170,1870,615,1255,80,2393,30.8,0,NA,NA,0,0,,
Natural,Natural,40,82,38,350,0.46,160,1890,625,1265,170,2409,31.5,37.7,SP,NA,1,0,,
Natural,Natural,40,82,38,350,0.46,160,1890,625,1265,170,2404,31.5,0,SP,NA,0.75,0,,
Natural,Natural,20,69.4,38,340,0.49,165,1895,625,1270,140,2402,25.4,0,SP,NA,1,0,,
Natural,Natural,40,78.6,38,350,0.51,180,1870,600,1270,130,2404,21.8,0,NA,NA,0,0,,
Natural,Natural,40,78.6,38,350,0.51,180,1870,600,1270,130,2405,21.8,26.7,NA,NA,0,0,,
Natural,Natural,40,62.2,38,350,0.5,175,1855,575,1280,150,2388,28.3,32.5,NA,NA,0,0,,
Natural,Natural,40,62.2,38,350,0.5,175,1855,575,1280,150,2388,28.3,0,NA,NA,0,0,,
Natural,Natural,40,62.2,38,350,0.5,175,1855,575,1280,85,2387,28.6,31.6,NA,NA,0,0,,
Natural,Natural,40,62.2,38,350,0.5,175,1855,275,1280,85,2389,28.6,0,NA,NA,0,0,,
Natural,Natural,40,62.2,38,350,0.5,175,1855,575,1280,85,2389,28.6,0,NA,NA,0,0,,
Natural,Natural,40,59.7,38,350,0.5,175,1870,575,1295,120,2397,28.3,37.6,NA,NA,0,0,,
Natural,Natural,40,59.8,38,350,0.5,175,1870,575,1295,120,2400,28.3,0,NA,NA,0,0,,
Crushed,Natural,20,76,38,350,0.53,185,1915,595,1320,120,2455,28.5,0,SI,RX,1,0.5,,
Natural,Natural,40,66.1,38,330,0.5,165,1905,570,1335,80,2403,30.6,37.4,SI,NA,0.8,0,,
Natural,Natural,40,66.1,38,330,0.5,165,1905,570,1335,80,2402,30.6,0,SI,NA,0.8,0,,
Natural,Natural,40,82.6,38,350,0.5,175,1870,525,1345,120,2398,24.3,0,NA,NA,0,0,,
Natural,Natural,40,96.9,38,350,0.5,175,1875,510,1365,125,2404,24.6,0,NA,NA,0,0,,
Natural,Natural,40,96.9,38,350,0.5,175,1875,510,1365,125,2404,24.6,30.8,NA,NA,0,0,,
Natural,Natural,40,82,38,350,0.5,175,1870,505,1365,90,2398,26.2,0,NA,NA,0,0,,
Natural,Natural,40,82,38,350,0.5,175,1870,505,1365,90,2398,26.2,33,NA,NA,0,0,,
Natural,Natural,40,0,38,350,0.52,180,1870,360,1510,120,2403,28.3,0,NA,NA,0,0,,
Natural,Natural,20,73,38,335,0.51,171,1890,660,1230,200,2407,27.7,39.3,SP,NA,1,0,,
Natural,Natural,20,73,38,335,0.52,175,1890,660,1230,170,2406,21.5,28.4,SP,NA,1,0,,
Crushed,Natural,20,52.5,38,350,0.57,200,1910,710,710,125,2453,19,37.6,CO,NA,0.8,0,,
Crushed,Natural,20,33.4,38,370,0.5,185,1895,795,660,125,2449,37.8,46.4,CO,NA,0.8,0,,
Crushed,Natural,20,26.1,38,360,0.53,190,1900,780,670,100,2454,28.2,34.1,NA,NA,0,0,,
Crushed,Natural,20,44.5,38,350,0.6,210,1865,710,924,90,2430,27.8,35.8,NA,NA,0,0,,
Natural,Natural,20,39,38,350,0.51,180,1970,690,710,110,2406,30.4,37.2,NA,NA,0,0,,
Crushed,Natural,20,26.3,38,350,0.6,210,1865,745,896,130,2430,28.3,39.3,NA,NA,0,0,,
Crushed,Natural,20,26.1,38,360,0.53,190,1900,780,760,100,2453,28.2,0,NA,NA,0,0,,
Crushed,Natural,20,45.6,38,350,0.53,185,1915,725,715,120,2456,32.8,0,NA,NA,0,0,,
Crushed,Natural,20,43,38,350,0.5,180,1910,710,720,90,2447,33.1,0,NA,NA,0,0,,
Crushed,Natural,20,0,38,350,0.54,190,1885,755,750,80,2430,25.8,0,NA,NA,0,0,,
Crushed,Natural,20,0,38,350,0.54,190,1885,755,750,80,2431,25.8,0,NA,NA,0,0,,
Crushed,Natural,20,26.3,38,350,0.6,210,1865,745,896,130,2427,28.3,0,NA,NA,0,0,,
Crushed,Natural,20,44.5,38,350,0.6,210,1865,710,924,90,2428,27.8,0,NA,NA,0,0,,
Crushed,Natural,20,49,38,350,0.54,190,1890,715,705,140,2434,30.9,0,PL,NA,0.8,0,,
Crushed,Natural,20,40,38,400,0.45,180,1840,770,750,200,2445,36.3,0,R2,NA,1.65,0,,
Crushed,Natural,20,40,38,400,0.45,180,1840,770,750,200,2450,36.3,46.6,R2,NA,1.65,0,,
Crushed,Natural,20,40,38,400,0.45,180,1840,770,750,200,2445,36.3,46.6,R2,NA,1.65,0,,
Crushed,Natural,20,24.9,38,350,0.54,190,1900,760,685,140,2445,31,0,RH,NA,4.2,0,,
Crushed,Natural,20,24.9,38,350,0.54,190,1900,760,685,140,2449,31,39.3,RH,NA,4.2,0,,
Crushed,Natural,20,39.4,38,340,0.56,190,1895,795,660,105,2425,31.8,0,SI,NA,0.8,0,,
Crushed,Natural,20,39.4,38,340,0.56,190,1895,795,660,105,2427,31.8,41.3,SI,NA,0.8,0,,
Natural,Natural,20,57.9,38,340,0.49,165,1895,835,635,190,2412,30.3,41,SP,NA,0.9,0,,
Crushed,Natural,20,49.5,38,380,0.5,190,1845,610,740,180,2424,29.1,0,SP,NA,0.9,0,,
Crushed,Natural,20,49.5,38,380,0.5,290,1845,610,740,180,2424,29.1,41.5,SP,NA,0.9,0,,
Crushed,Natural,20,49.5,38,380,0.5,190,1854,610,740,180,2423,29.1,41.5,SP,NA,0.9,0,,
Crushed,Natural,20,43.5,38,330,0.5,205,1980,850,680,135,2483,33.2,0,SP,NA,0.9,0,,
Crushed,Natural,20,43.5,38,330,0.5,165,1980,850,680,135,2477,33.2,43.1,SP,NA,0.9,0,,
Natural,Natural,20,19.5,38,325,0.51,165,1910,840,642,170,2404,27,0,SP,NA,1,0,,
Natural,Natural,20,19.5,38,325,0.51,165,1910,840,642,170,2405,27,35.4,SP,NA,1,0,,
Crushed,Natural,20,47,38,340,0.53,180,1930,770,696,120,2449,36.5,0,DO,NA,1,0,,
Crushed,Natural,20,47,38,340,0.53,180,1930,770,696,120,2449,36.5,34.8,DO,NA,1,0,,
Crushed,Natural,20,42.1,38,345,0.55,190,1905,760,690,145,2443,33.9,0,RH,NA,1.25,0,,
Crushed,Natural,20,76,38,350,0.53,185,1915,595,760,120,2453,28.5,37.6,SI,NA,1,0,,
Crushed,Natural,20,45.6,38,350,0.53,185,1915,725,475,120,2475,32.7,44.9,SP,NA,1,0,,
Crushed,Natural,20,43,38,350,0.5,180,1910,710,720,90,2447,33.1,42.6,SP,NA,1,0,,
Crushed,Natural,20,0,43,375,0.48,180,1885,715,1070,180,2442,37.6,45.8,JY,NA,1.25,0,,
Natural,Natural,40,0,43,375,0.48,180,1825,730,1095,110,2384,25.1,32.8,NA,NA,0,0,,
Natural,Natural,40,0,43,385,0.47,180,1825,730,1095,230,2395,39.2,47.1,SP,NA,1,0,,
Crushed,Natural,20,0,43,365,0.51,185,1900,780,1120,180,2457,30.7,45.8,CF,NA,1,0,,
Crushed,Natural,20,0,43,365,0.51,185,1900,780,1120,180,2455,27,30.7,CF,NA,1,0,,
Crushed,Natural,20,0,43,375,0.51,190,1875,750,1120,150,2445,35.9,0,SP,NA,1,0,,
Crushed,Natural,20,0,43,375,0.51,190,1875,750,1125,150,2445,35.9,0,SP,NA,1,0,,
Crushed,Natural,20,0,43,375,0.51,190,1875,750,1125,150,2445,35.9,47.2,SP,NA,1,0,,
Crushed,Natural,20,0,43,375,0.51,190,1875,750,1125,120,2453,20.4,0,NA,NA,0,0,,
Crushed,Natural,20,0,43,375,0.51,190,1855,760,1125,200,2456,45.9,57,SP,NA,1,0,,
Crushed,Natural,20,0,43,375,0.49,185,1890,760,1130,120,2453,30.5,0,SP,NA,1,0,,
Crushed,Natural,20,0,43,375,0.49,185,1890,760,1130,200,2404,26.8,0,TS,NA,1,0,,
Crushed,Natural,20,0,43,375,0.49,185,1890,760,1130,200,2398,26.8,42.9,TS,NA,1,0,,
Crushed,Natural,20,0,43,375,0.51,190,1885,755,1130,100,2455,24.6,33.2,NA,NA,0,0,,
Natural,Natural,20,0,43,375,0.45,170,1855,725,1130,175,2404,34.7,42.3,RE,NA,0.75,0,,
Natural,Natural,20,0,43,350,0.46,160,1890,755,1135,195,2403,34.1,0,CF,NA,1,0,,
Natural,Natural,20,0,43,350,0.46,160,1890,755,1135,195,2403,34.1,41.6,CF,NA,0.75,0,,
Crushed,Natural,20,0,43,375,0.48,180,1895,760,1135,120,2454,34.2,0,JY,NA,1.25,0,,
Crushed,Natural,20,0,43,375,0.48,180,1895,760,1135,180,2455,33.6,43.6,SP,NA,1.25,0,,
Crushed,Natural,20,0,43,375,0.48,180,1895,760,1135,150,2457,23.4,0,SP,NA,1,0,,
Crushed,Natural,20,0,43,375,0.48,180,1895,760,1135,150,2133,23.4,29.3,SP,NA,1,0,,
Crushed,Natural,40,0,43,375,0.48,180,1895,760,1135,120,2455,34.2,46.2,JY,NA,1.25,0,,
Natural,Natural,20,0,43,375,0.47,175,1850,700,1150,150,2404,24.1,26.5,KE,NA,0.75,0,,
Natural,Natural,20,0,43,375,0.48,165,1860,710,1150,120,2408,29.4,0,SP,NA,3,0,,
Natural,Natural,20,0,43,375,0.48,165,1860,710,1150,120,2408,29.4,36,SP,NA,3,0,,
Natural,Natural,40,0,43,375,0.48,165,1860,710,1150,170,2409,23.3,0,SP,NA,3,0,,
Natural,Natural,40,0,43,375,0.48,165,1860,710,1150,170,2406,23.3,34.7,SP,NA,3,0,,
Natural,Natural,40,0,43,375,0.47,175,1850,700,1150,200,2406,40,0,TS,NA,0.75,0,,
Natural,Natural,40,0,43,375,0.47,175,1850,700,1150,200,2405,40,47.5,TS,NA,0.75,0,,
Natural,Natural,0,0,43,375,0.48,180,1855,705,1150,100,2412,30.1,0,NA,NA,0,0,,
Natural,Natural,0,0,0,375,0.48,180,1855,705,1150,100,2408,30.1,40.1,NA,NA,0,0,,
Natural,Natural,40,0,43,365,0.47,170,1865,710,1155,150,2453,23.3,0,SP,NA,0.75,0,,
Natural,Natural,40,0,43,365,0.47,170,1865,710,1155,150,2456,23.3,28.5,SP,NA,0.75,0,,
Natural,Natural,20,0,43,365,0.44,160,1875,715,1160,170,2403,33,39.4,EU,NA,1,0,,
Natural,Natural,20,0,43,375,0.45,170,1860,700,1160,170,2407,36.1,0,MI,NA,2.3,0,,
Natural,Natural,20,0,43,375,0.51,190,1875,715,1160,120,2444,24.2,0,NA,NA,0,0,,
Natural,Natural,20,0,43,375,0.51,190,1875,715,1160,120,2443,21.4,0,NA,NA,0,0,,
Natural,Natural,20,0,43,375,0.51,190,1875,715,1160,120,2444,24.2,31.3,NA,NA,0,0,,
Natural,Natural,20,0,43,375,0.45,170,1860,700,1160,170,2405,36.1,43.9,CO,NA,2.3,0,,
Natural,Natural,40,0,43,375,0.48,180,1845,685,1160,100,2405,27.7,0,NA,NA,0,0,,
Natural,Natural,40,0,43,375,0.48,180,1845,685,1160,100,2405,27.7,32.3,NA,NA,0,0,,
Crushed,Natural,20,0,43,375,0.47,175,1885,720,1165,120,2454,24.5,34.8,NA,NA,0,0,,
Natural,Natural,20,0,43,365,0.47,170,1865,700,1165,190,2405,34.8,45.2,SP,NA,1,0,,
Natural,Natural,20,0,43,365,0.47,170,1865,700,1165,190,2404,34.8,0,SP,NA,1,0,,
Crushed,Natural,20,0,43,365,0.52,190,1890,720,1170,125,2443,35.2,0,SP,NA,1,0,,
Crushed,Natural,20,0,43,375,0.48,180,1885,715,1170,180,2444.3,37.6,0,JY,NA,1.25,0,,
Crushed,Natural,20,0,43,365,0.52,190,1890,720,1170,125,2445,35.2,45.6,S,NA,1.5,0,,
Natural,Natural,20,0,43,365,0.45,165,1870,700,1170,150,2415,32.1,40.8,SP,NA,1,0,,
Crushed,Natural,20,0,43,375,0.47,190,1885,760,1170,150,2453,34.2,45.4,BA,NA,1,0,,
Natural,Natural,20,0,43,365,0.45,165,1870,700,1170,150,2410,32.1,0,SP,NA,1,0,,
Natural,Natural,40,0,43,350,0.46,160,1890,720,1170,200,2405,32.4,0,SP,NA,0.75,0,,
Natural,Natural,40,0,43,375,0.48,175,1830,660,1170,140,2387,28.5,0,NA,NA,0,0,,
Natural,Natural,40,0,43,375,0.48,175,1830,660,1170,140,2385,28.5,37.4,NA,NA,0,0,,
Natural,Natural,40,0,43,350,0.46,160,1890,720,1170,200,2406,32.4,40.4,SP,NA,0.75,0,,
Crushed,Natural,20,0,43,365,0.52,185,1900,725,1175,175,2453,36.8,51.1,SP,NA,1,0,,
Crushed,Natural,20,0,43,365,0.52,185,1900,725,1175,175,2452.67,36.8,0,SP,NA,1,0,,
Crushed,Natural,20,0,43,375,0.53,200,1850,740,1190,80,2413.5,24.5,36.2,NA,NA,0,0,,
Natural,Natural,40,0,43,375,0.48,180,1845,650,1195,150,2401,20.3,0,NA,NA,0,0,,
Natural,Natural,40,0,43,375,0.48,180,1845,650,1195,150,2402,20.3,25.8,NA,NA,0,0,,
Natural,Natural,40,0,43,360,0.45,165,1875,675,1200,200,2407,39.9,46.4,SP,NA,1,0,,
Natural,Natural,40,0,43,360,0.45,165,1875,675,1200,200,2410,39.3,0,SP,NA,1,0,,
Natural,Natural,40,0,43,375,0.45,170,1855,650,1205,140,2405,23.1,0,SP,NA,1,0,,
Natural,Natural,40,0,43,375,0.45,170,1855,650,1205,140,2407,23.1,30.4,SP,NA,1,0,,
Natural,Natural,40,0,43,375,0.45,170,1855,630,1225,120,2404,28.4,0,SP,NA,1,0,,
Natural,Natural,40,0,43,375,0.45,170,1855,630,1225,120,2406,28.4,37.9,SP,NA,1,0,,
Natural,Natural,40,0,43,380,0.44,165,1915,680,1235,150,2402.3,38.1,0,SI,NA,1,0,,
Natural,Natural,40,0,43,380,0.44,165,1915,680,1235,150,2403.3,38.1,43.9,SI,NA,1,0,,
Natural,Natural,40,48.4,43,350,0.48,168,1870,730,1140,205,2407,37.9,0,SP,NA,1,0,,
Crushed,Natural,20,92.8,43,400,0.48,190,1850,575,1275,190,2445.5,39.2,0,R2,NA,1.25,0,,
Crushed,Natural,20,92.8,43,400,0.48,190,1850,575,1275,190,2444.2,39.2,44.8,R2,NA,1.25,0,,
Natural,Natural,40,92,43,375,0.45,170,1855,540,1315,140,2413,35.2,0,86,NA,0.75,0,,
Natural,Natural,40,92,43,375,0.45,170,1855,540,1315,140,2413,35.2,43.1,86,NA,0.75,0,,
Natural,Natural,40,92,43,375,0.45,170,1855,540,1315,150,2405,31.9,40,86,NA,0.75,0,,
Natural,Natural,40,90.1,43,375,0.48,180,1840,550,1290,120,2384,28.6,0,NA,NA,0,0,,
Natural,Natural,40,90.1,43,375,0.48,180,1840,550,1290,120,2383,28.6,37,NA,NA,0,0,,
Natural,Natural,40,90,43,375,0.51,190,1845,565,1280,125,2406.3,22.3,0,NA,NA,0,0,,
Natural,Natural,40,90,43,375,0.51,190,1845,565,1280,125,2407,22.3,26.4,NA,NA,0,0,,
Crushed,Natural,20,85.4,43,400,0.45,180,1880,620,1260,180,2454,39.5,0,RE,NA,1.25,0,,
Crushed,Natural,20,85.4,43,400,0.45,180,1880,620,1260,180,2453.3,39.5,0,RE,NA,1.25,0,,
Crushed,Natural,20,85.4,43,400,0.45,180,1880,620,1260,180,2452,39.5,45.5,RE,NA,1.25,0,,
Natural,Natural,20,83.7,43,375,0.46,172,1835,530,1305,150,2385,34.6,0,FL,NA,4.88,0,,
Natural,Natural,40,83.7,43,375,0.46,172,1835,530,1305,150,2386,34.6,0,FL,NA,4.88,0,,
Crushed,Natural,40,83.5,43,400,0.5,200,1820,490,1330,130,2423.3,30.4,0,NA,NA,0,0,,
Crushed,Natural,40,83.5,43,400,0.5,200,1820,490,1330,130,2425,30.4,45.1,NA,NA,0,0,,
Crushed,Natural,20,83.4,43,400,0.51,205,1810,560,1250,70,2412,37.8,0,NA,NA,0,0,,
Natural,Natural,20,83.4,43,400,0.51,205,1810,560,1250,70,2413,37.8,44.3,NA,NA,0,0,,
Natural,Natural,20,83.3,43,400,0.51,205,1820,565,1255,120,2425,36.8,48.9,NA,NA,0,0,,
Natural,Natural,20,83.3,43,400,0.51,205,1820,565,1255,120,2428,36.8,0,NA,NA,0,0,,
Natural,Natural,20,83,43,375,0.46,172,1835,530,1305,150,2384,34.6,46.3,FL,NA,4.88,0,,
Natural,Natural,40,80,43,365,0.45,165,1870,525,1345,150,2408,32.5,0,EU,NA,1,0,,
Crushed,Natural,40,79.2,43,375,0.51,190,1885,620,1265,170,2452.3,33.4,0,FL,NA,4.88,0,,
Crushed,Natural,40,79.2,43,375,0.51,190,1885,620,1265,170,2455,33.4,43.3,FL,NA,4.88,0,,
Natural,Natural,40,75.5,43,375,0.47,175,1830,565,1265,90,2391,27.5,0,NA,NA,0,0,,
Natural,Natural,40,75.5,43,375,0.47,175,1830,565,1265,90,2392,27.5,38.1,NA,NA,0,0,,
Natural,Natural,40,73.4,43,385,0.48,185,1810,600,1190,175,2386,24.3,30.2,NA,NA,0,0,,
Natural,Natural,40,73.4,43,385,0.48,185,1810,600,1190,175,2385,24.3,0,NA,NA,0,0,,
Natural,Natural,40,73.4,43,375,0.41,155,1850,630,1220,185,2427,0,0,KE,NA,0.9,0,,
Natural,Natural,40,73.4,43,375,0.41,155,1850,630,1220,185,2427,31.2,0,KE,NA,0.9,0,,
Natural,Natural,40,73.4,43,375,0.41,155,1850,630,1220,185,2426,31.2,39.3,KE,NA,0.9,0,,
Natural,Natural,20,73,43,375,0.5,185,1880,715,1160,220,2449,39.2,47.3,SP,NA,1,0,,
Crushed,Natural,20,73,43,375,0.5,185,1880,715,1160,220,2450,33.5,39.2,SP,NA,1,0,,
Natural,Natural,20,73,43,370,0.46,170,1860,670,1190,200,2401,38.2,45.5,SP,NA,1,0,,
Natural,Natural,20,73,43,370,0.46,170,1860,670,1190,200,2394,35.7,38.2,SP,NA,1,0,,
Natural,Natural,20,73,43,365,0.48,175,1860,655,1205,170,2408,31.3,46.1,SP,NA,1.2,0,,
Natural,Natural,20,73,43,365,0.48,175,1860,655,1205,170,2409,31.3,0,SP,NA,1.2,0,,
Natural,Natural,20,67.3,43,375,0.45,170,1845,645,1200,200,2390,38.6,0,RE,NA,1,0,,
Natural,Natural,20,67.3,43,375,0.45,170,1845,645,1200,200,2390,38.6,48.3,RE,NA,1,0,,
Crushed,Natural,20,66.4,43,365,0.52,190,1870,710,1160,160,2424.67,31.1,0,BA,NA,1,0,,
Crushed,Natural,20,66.4,43,365,0.52,190,1870,710,1160,160,2627,31.1,44.2,BA,NA,1,0,,
Crushed,Natural,20,66,43,370,0.5,185,1895,760,1135,150,2454,35,0,RE,NA,1,0,,
Crushed,Natural,20,66,43,370,0.5,185,1895,760,1135,150,2455,35,44.8,RE,NA,0.75,0,,
Natural,Natural,40,66,43,360,0.46,165,1875,675,1200,155,2405,27.4,0,RE,NA,1,0,,
Natural,Natural,40,66,43,360,0.46,165,1875,675,1200,155,2404,27.4,38.2,RE,NA,0.75,0,,
Crushed,Natural,20,65,43,410,0.44,180,1860,360,1200,210,2455,42.6,0,R2,NA,1.65,0,,
Crushed,Natural,20,65,43,410,0.44,180,1860,660,1200,210,2454,42.6,52.5,R2,NA,1.65,0,,
Crushed,Natural,20,64.7,43,375,0.49,185,1900,700,1200,95,2458.67,28.1,0,NA,NA,0,0,,
Crushed,Natural,20,64.7,43,375,0.49,185,1900,700,1200,95,2454,28.1,36.5,NA,NA,0,0,,
Natural,Natural,20,64.3,43,370,0.46,170,1850,650,1200,140,2393,35.3,0,PR,NA,1,0,,
Natural,Natural,20,64.3,43,370,0.46,170,1850,650,1200,140,2394.1,35.3,44.1,PR,NA,1,0,,
Crushed,Natural,20,64,43,375,0.51,190,1885,695,1190,80,2444,25.6,0,NA,NA,0,0,,
Crushed,Natural,20,64,43,375,0.51,190,1885,695,1190,80,2432,25.6,30,NA,NA,0,0,,
Crushed,Natural,20,63.1,43,375,0.52,195,1860,570,1200,160,2435,41,50.7,MI,NA,1.25,0,,
Crushed,Natural,20,63,43,380,0.5,190,1880,715,1165,150,2455,37.9,0,NA,NA,0,0,,
Crushed,Natural,20,63,43,380,0.5,190,1880,715,1165,150,2454,29,0,NA,NA,0,0,,
Crushed,Natural,20,62.6,43,410,0.51,210,1805,630,1175,160,2427,31.6,0,NA,NA,0,0,,
Crushed,Natural,20,62.2,43,410,0.51,210,1805,630,1175,160,2427.5,31.6,41.2,NA,NA,0,0,,
Natural,Natural,20,62.2,43,400,0.46,185,1795,610,1185,155,2383,25.5,33.1,NA,NA,0,0,,
Natural,Natural,20,61.6,43,360,0.46,165,1875,695,1180,140,2402,32.2,0,EU,NA,1,0,,
Natural,Natural,20,61.3,43,400,0.44,175,1805,685,1120,135,2388,25.9,0,NA,NA,0,0,,
Natural,Natural,20,61.3,43,400,0.44,175,1805,685,1120,135,2399,25.9,33.4,NA,NA,0,0,,
Natural,Natural,20,61.3,43,365,0.44,160,1875,715,1160,170,2408,33,0,EU,NA,1,0,,
Natural,Natural,20,61.1,43,360,0.46,165,1875,695,1180,140,2402.5,32.2,34.1,EU,NA,1,0,,
Natural,Natural,20,61.1,43,360,0.46,165,1875,695,1180,140,2404,34.1,45.3,EU,NA,1,0,,
Crushed,Natural,20,61,43,375,0.49,185,1900,725,1175,200,2461.3,45.9,0,EU,NA,1.25,0,,
Crushed,Natural,20,61,43,375,0.49,185,1900,725,1175,200,2461,45.9,54.3,EU,NA,1.25,0,,
Crushed,Natural,20,61,43,360,0.5,180,1920,710,1210,130,2463,42.3,0,EU,NA,1,0,,
Crushed,Natural,20,61,43,360,0.5,180,1920,710,1210,130,2465,42.3,49.5,EU,NA,1,0,,
Natural,Natural,20,60.6,43,375,0.48,175,1830,660,1100,100,2382,27,30.4,NA,NA,0,0,,
Natural,Natural,20,60.6,43,375,0.48,175,1830,660,1170,100,2382,27,0,NA,NA,0,0,,
Crushed,Natural,20,60,43,375,0.48,190,1890,715,1175,160,2454.3,30.7,0,SP,NA,1.25,0,,
Crushed,Natural,20,60,43,375,0.48,190,1890,715,1175,160,2453,30.7,36.3,SP,NA,1.25,0,,
Natural,Natural,40,60,43,365,0.45,165,1870,655,1215,150,2405,30.2,0,SP,NA,0.75,0,,
Natural,Natural,40,60,43,365,0.45,165,1870,655,1215,150,2405,30.2,36.9,SP,NA,1,0,,
Natural,Natural,40,59.5,43,350,0.48,168,1890,660,1230,90,2405,38,0,G,NA,0.75,0,,
Natural,Natural,40,59.5,43,350,0.48,168,1890,660,1230,90,2406,38,44.4,G,NA,0.75,0,,
Crushed,Natural,40,59.1,43,375,0.51,190,1860,690,1170,110,2423,36.2,0,NA,NA,0,0,,
Natural,Natural,40,58.9,43,375,0.48,180,1845,645,1200,150,2406,27.4,33.7,NA,NA,0,0,,
Natural,Natural,40,58.9,43,375,0.48,180,1845,645,1200,150,2407,31.8,0,NA,NA,0,0,,
Natural,Natural,40,58.9,43,375,0.48,180,1845,645,1200,150,2406,27.4,0,NA,NA,0,0,,
Natural,Natural,40,58.7,43,370,0.46,170,1840,590,1250,75,2389,30,37,NA,NA,0,0,,
Natural,Natural,40,58.7,43,370,0.46,170,1840,590,1250,75,2386,30,0,NA,NA,0,0,,
Natural,Natural,40,58.6,43,400,0.48,190,1820,565,1255,160,2394,33.3,0,EU,NA,1.25,0,,
Natural,Natural,40,58.1,43,360,0.44,160,1870,675,1195,190,2399,37.3,0,CO,NA,1,0,,
Natural,Natural,40,58.1,43,360,0.44,160,1870,675,1195,190,2399,37.3,44.8,CO,NA,1,0,,
Natural,Natural,40,58,43,385,0.47,180,1815,635,1180,100,2388,27.7,0,NA,NA,0,0,,
Natural,Natural,40,58,43,385,0.47,180,1815,635,1180,100,2384,27.7,35.9,NA,NA,0,0,,
Natural,Natural,20,57.9,43,400,0.45,180,1810,780,1030,210,2401.5,33.1,0,SP,NA,1.25,0,,
Natural,Natural,20,57.9,43,400,0.45,180,1810,780,1030,210,2403,33.1,48.8,SP,NA,1.25,0,,
Natural,Natural,20,57.9,43,365,0.45,165,1870,805,1065,210,2403,33.8,46.7,SP,NA,0.85,0,,
Natural,Natural,40,57.7,43,375,0.44,165,1860,690,1170,150,2406,36.7,0,SP,NA,1,0,,
Natural,Natural,40,57.7,43,375,0.44,165,1860,690,1170,150,2403,36.7,43.4,SP,NA,1,0,,
Natural,Natural,20,57,43,360,0.46,165,1860,690,1170,200,2404,33.5,0,SP,NA,1,0,,
Natural,Natural,20,57,43,360,0.46,165,1860,690,1170,200,2405,33.5,43.9,SP,NA,1,0,,
